Open,High,Low,Close,Volume,Dividends,Stock Splits
23.15536245892038,23.16442188494813,22.987767397179063,23.159893035888672,109632800,0.0,0.0
23.080621415768526,23.307101845425798,23.05117785405161,23.218772888183594,100304400,0.0,0.0
23.54490901905311,23.821215463816046,23.51999602958046,23.685327529907227,160270800,0.0,0.0
23.692121847664875,24.077137951320523,23.68759127068511,24.00013542175293,153214000,0.0,0.0
23.89821770115253,24.11337517779888,23.771389194773242,23.961633682250977,137682800,0.0,0.0
24.08393096279268,24.120168665301076,23.82347981962583,23.98880958557129,176820800,0.0,0.0
23.991076319224767,24.380623005113264,23.812156540105804,23.986547470092773,142010800,0.0,0.0
23.837064047879885,24.29908430898353,23.82800462379058,24.16999053955078,129777600,0.0,0.0
24.115633121939265,24.249255725050606,23.984274078674762,24.03636360168457,102814000,0.0,0.0
23.886892636551153,24.063547105898483,23.755533564710287,23.932188034057617,104532000,0.0,0.0
24.00693115137055,24.049962995987833,23.79403894483319,23.823482513427734,77645600,0.0,0.0
23.7555379850751,24.412331738585134,23.753272696405663,24.387418746948242,124760400,0.0,0.0
24.607101774122537,25.007971419075243,24.595777060212356,24.81319808959961,182404400,0.0,0.0
24.849440256215598,24.89020681454409,24.65919574137961,24.68410873413086,103553600,0.0,0.0
24.63655368501045,24.9128602294756,24.505194552738583,24.910594940185547,103496000,0.0,0.0
25.007970372383937,25.4088417284672,24.973997959984032,25.166507720947266,149424800,0.0,0.0
24.801880341726193,25.07818683156625,24.78149619796451,24.869823455810547,106314800,0.0,0.0
24.96494214162522,25.134802488500018,24.7316658138071,25.130271911621094,105616400,0.0,0.0
24.901526112936278,25.007972206572465,24.48706818056713,24.582189559936523,127207600,0.0,0.0
24.66599322025871,24.86076486955153,24.498396398446378,24.609373092651367,94326800,0.0,0.0
24.67958162847372,25.05100952930948,24.647874495078657,24.69090461730957,117630000,0.0,0.0
24.763376557518125,25.026094761789363,24.60937147931519,25.01250648498535,108929200,0.0,0.0
25.094035020850985,25.442813399819443,25.094035020850985,25.37487030029297,133029200,0.0,0.0
25.27974670374722,25.454135877913863,25.214067170437854,25.388456344604492,101895600,0.0,0.0
25.390725898548595,25.433757741234675,24.8517029962933,24.87887954711914,187756000,0.0,0.0
24.661457681218543,24.675045956179787,24.219821465889925,24.342121124267578,243286000,0.0,0.0
24.432714483910782,24.459892764585337,24.059023060112374,24.213029861450195,129539600,0.0,0.0
24.15187866912047,24.48027467966977,24.020519573737165,24.262853622436523,122444000,0.0,0.0
24.217556463242936,24.217556463242936,23.89821817461431,24.00013542175293,126210000,0.0,0.0
23.78271247781748,24.115639014935994,23.694385240774857,23.9344539642334,134732400,0.0,0.0
23.78044796699292,23.9276606095132,23.669473026961406,23.798566818237305,112126400,0.0,0.0
23.533580004892062,23.84838763351474,23.533580004892062,23.633230209350586,224064800,0.0,0.0
21.742121628397634,22.355883396183575,21.66964795875265,22.154315948486328,458408400,0.0,0.0
22.106763623104847,22.167912603024718,21.34578894016183,21.477148056030273,328970800,0.0,0.0
21.28690386791922,21.452235409950184,20.95171366158771,21.230283737182617,274126000,0.0,0.0
21.282363381832614,21.30727636396855,20.92678922432953,21.207624435424805,192640400,0.0,0.0
21.33446011672984,21.683240256607103,21.216691029662577,21.556411743164062,227325200,0.0,0.0
21.56094123245143,21.719478606870442,21.248398788799193,21.332197189331055,164102000,0.0,0.0
21.418784831513033,21.434734920892943,21.11801047575662,21.2456111907959,143562000,0.1425,0.0
21.27522990921445,21.293457337528263,20.928882694816636,21.127120971679688,174799600,0.0,0.0
21.1909223895964,21.366373347698225,21.097499209131772,21.1430721282959,131745600,0.0,0.0
21.2661126801886,21.32079843518479,20.988124006445666,21.286619186401367,134747200,0.0,0.0
21.300295188935703,21.32080169828695,21.067877652380467,21.07927131652832,114876400,0.0,0.0
21.127126342370754,21.140797351688654,20.386583204873755,20.584819793701172,305258800,0.0,0.0
20.507347380286475,20.88787218667541,20.507347380286475,20.62583351135254,177571200,0.0,0.0
21.051925670953594,21.507644380987752,20.88331023500105,21.391435623168945,245039200,0.0,0.0
21.54410822532073,21.5782857465761,21.193204520187564,21.302576065063477,187667600,0.0,0.0
21.45524054073366,21.694491852089957,21.39371753322122,21.546382904052734,168249600,0.0,0.0
21.564616080500596,21.564616080500596,21.320806562601753,21.464357376098633,121768400,0.0,0.0
21.564614652624435,21.74462379705001,21.537270897299123,21.696773529052734,128104000,0.0,0.0
21.84488007341032,22.14565439493188,21.79930715291968,21.97248077392578,152074400,0.0,0.0
22.152489631091072,22.350726182938512,22.06590195241827,22.30743408203125,140560800,0.0,0.0
22.482884808411256,22.72669427765415,22.35528411076761,22.699352264404297,152675200,0.0,0.0
22.713020200318088,22.95227321448298,22.476046266425598,22.879358291625977,225324800,0.0,0.0
22.658333413062653,22.893028256016905,22.615039581998886,22.865684509277344,145364800,0.0,0.0
22.694793931414328,22.877082131035774,22.51706389291943,22.754037857055664,169228800,0.0,0.0
22.56263832799744,22.681126196370553,22.405416515036443,22.43503761291504,116693200,0.0,0.0
22.239076611136976,22.29376237919357,22.01805271977049,22.266420364379883,160766400,0.0,0.0
22.282367738649494,22.39173926144194,22.204894649778254,22.311988830566406,114019600,0.0,0.0
22.32794217168202,23.216594181455072,22.227685217578443,22.473772048950195,93170000,0.0,0.0
22.615047869578415,22.756321338527762,22.54896842789708,22.564918518066406,89638000,0.0,0.0
