Date,Close
2016-03-11 00:00:00-05:00,23.159894943237305
2016-03-14 00:00:00-04:00,23.218772888183594
2016-03-15 00:00:00-04:00,23.685325622558594
2016-03-16 00:00:00-04:00,24.00013542175293
2016-03-17 00:00:00-04:00,23.961633682250977
2016-03-18 00:00:00-04:00,23.988813400268555
2016-03-21 00:00:00-04:00,23.986543655395508
2016-03-22 00:00:00-04:00,24.170001983642578
2016-03-23 00:00:00-04:00,24.0363712310791
2016-03-24 00:00:00-04:00,23.93218994140625
2016-03-28 00:00:00-04:00,23.8234806060791
2016-03-29 00:00:00-04:00,24.38741111755371
2016-03-30 00:00:00-04:00,24.813194274902344
2016-03-31 00:00:00-04:00,24.68410301208496
2016-04-01 00:00:00-04:00,24.910585403442383
2016-04-04 00:00:00-04:00,25.16651153564453
2016-04-05 00:00:00-04:00,24.86981773376465
2016-04-06 00:00:00-04:00,25.130273818969727
2016-04-07 00:00:00-04:00,24.58219337463379
2016-04-08 00:00:00-04:00,24.6093692779541
2016-04-11 00:00:00-04:00,24.690895080566406
2016-04-12 00:00:00-04:00,25.01250457763672
2016-04-13 00:00:00-04:00,25.374862670898438
2016-04-14 00:00:00-04:00,25.38846206665039
2016-04-15 00:00:00-04:00,24.878873825073242
2016-04-18 00:00:00-04:00,24.342121124267578
2016-04-19 00:00:00-04:00,24.213024139404297
2016-04-20 00:00:00-04:00,24.262849807739258
2016-04-21 00:00:00-04:00,24.00013542175293
2016-04-22 00:00:00-04:00,23.93445587158203
2016-04-25 00:00:00-04:00,23.79857063293457
2016-04-26 00:00:00-04:00,23.63323402404785
2016-04-27 00:00:00-04:00,22.154314041137695
2016-04-28 00:00:00-04:00,21.47713851928711
2016-04-29 00:00:00-04:00,21.230276107788086
2016-05-02 00:00:00-04:00,21.207632064819336
2016-05-03 00:00:00-04:00,21.55640411376953
2016-05-04 00:00:00-04:00,21.332191467285156
2016-05-05 00:00:00-04:00,21.245607376098633
2016-05-06 00:00:00-04:00,21.12712287902832
2016-05-09 00:00:00-04:00,21.143068313598633
2016-05-10 00:00:00-04:00,21.286624908447266
2016-05-11 00:00:00-04:00,21.079275131225586
2016-05-12 00:00:00-04:00,20.584819793701172
2016-05-13 00:00:00-04:00,20.625831604003906
2016-05-16 00:00:00-04:00,21.391437530517578
2016-05-17 00:00:00-04:00,21.302576065063477
2016-05-18 00:00:00-04:00,21.546384811401367
2016-05-19 00:00:00-04:00,21.464351654052734
2016-05-20 00:00:00-04:00,21.696767807006836
2016-05-23 00:00:00-04:00,21.97247886657715
2016-05-24 00:00:00-04:00,22.30743408203125
2016-05-25 00:00:00-04:00,22.69934844970703
2016-05-26 00:00:00-04:00,22.879362106323242
2016-05-27 00:00:00-04:00,22.86568832397461
2016-05-31 00:00:00-04:00,22.754037857055664
2016-06-01 00:00:00-04:00,22.435029983520508
2016-06-02 00:00:00-04:00,22.266414642333984
2016-06-03 00:00:00-04:00,22.311981201171875
2016-06-06 00:00:00-04:00,22.473770141601562
2016-06-07 00:00:00-04:00,22.564916610717773
2016-06-08 00:00:00-04:00,22.54440689086914
2016-06-09 00:00:00-04:00,22.706192016601562
2016-06-10 00:00:00-04:00,22.519346237182617
2016-06-13 00:00:00-04:00,22.179832458496094
2016-06-14 00:00:00-04:00,22.20718002319336
2016-06-15 00:00:00-04:00,22.134258270263672
2016-06-16 00:00:00-04:00,22.227684020996094
2016-06-17 00:00:00-04:00,21.721832275390625
2016-06-20 00:00:00-04:00,21.66942596435547
2016-06-21 00:00:00-04:00,21.85399627685547
2016-06-22 00:00:00-04:00,21.77196502685547
2016-06-23 00:00:00-04:00,21.897281646728516
2016-06-24 00:00:00-04:00,21.28206443786621
2016-06-27 00:00:00-04:00,20.97217559814453
2016-06-28 00:00:00-04:00,21.325359344482422
2016-06-29 00:00:00-04:00,21.509937286376953
2016-06-30 00:00:00-04:00,21.783355712890625
2016-07-01 00:00:00-04:00,21.84943962097168
2016-07-05 00:00:00-04:00,21.644365310668945
2016-07-06 00:00:00-04:00,21.767410278320312
2016-07-07 00:00:00-04:00,21.86082649230957
2016-07-08 00:00:00-04:00,22.029447555541992
2016-07-11 00:00:00-04:00,22.097801208496094
2016-07-12 00:00:00-04:00,22.19805908203125
2016-07-13 00:00:00-04:00,22.072738647460938
2016-07-14 00:00:00-04:00,22.510229110717773
2016-07-15 00:00:00-04:00,22.507946014404297
2016-07-18 00:00:00-04:00,22.7471981048584
2016-07-19 00:00:00-04:00,22.756317138671875
2016-07-20 00:00:00-04:00,22.77682876586914
2016-07-21 00:00:00-04:00,22.65605926513672
2016-07-22 00:00:00-04:00,22.480607986450195
