,Year-Month,Close(Average),Avg Monthly Returns
75,2022-06,137.1737278529576,-5.787060149094803
76,2022-07,146.86030044555665,7.061536304519267
77,2022-08,163.94053251846978,11.630258157646246
78,2022-09,150.33862522670202,-8.29685440373652
79,2022-10,142.48822239467077,-5.22181363584594
80,2022-11,143.5077594575428,0.7155237434628425
81,2022-12,135.700560433524,-5.440262640521931
82,2023-01,133.63600158691406,-1.5214077524914216
83,2023-02,148.72872764185854,11.2939072373611
84,2023-03,152.7518483037534,2.7050057683426276
85,2023-04,162.68889577765214,6.505353345472131
86,2023-05,170.29770521684125,4.676907666512231
87,2023-06,181.90298607235863,6.814701842717308
88,2023-07,189.9261589050293,4.410687809973135
89,2023-08,178.9007097327191,-5.805124073416012
90,2023-09,174.95213012695314,-2.207134679155387
91,2023-10,172.64529835094106,-1.3185502653429437
92,2023-11,183.89057123093377,6.513512379082642
93,2023-12,192.31068420410156,4.5788715086395815
94,2024-01,185.79415820893783,-3.3885407990372873
95,2024-02,183.0378631591797,-1.483520836354013
96,2024-03,171.1389907836914,-6.500771026342445
97,2024-04,168.07492065429688,-1.790398620070932
98,2024-05,184.77942449396303,9.938724810719757
99,2024-06,204.6801629317434,10.769996980064489
100,2024-07,222.87491885098544,8.889359700827292
101,2024-08,220.1137563532049,-1.2388843536165872
102,2024-09,222.29774551391603,0.992209299816138
103,2024-10,228.55473526664403,2.8146888031918005
104,2024-11,226.51166839599608,-0.8939070408077066
105,2024-12,247.96827988397507,9.472629661827291
106,2025-01,233.31248397827147,-5.910351079001341
107,2025-02,237.41222823293583,1.7571902646436044
108,2025-03,221.7364385695685,-6.602772645723675
109,2025-04,200.3107721237909,-9.662672758701952
110,2025-05,203.24083528064543,1.4627586553576544
111,2025-06,200.04823532104493,-1.57084571867262
112,2025-07,210.6399154663086,5.294563147865694
113,2025-08,224.15128072102863,6.414437275484541
114,2025-09,242.02488417852493,7.973902000471367
115,2025-10,257.80383765179175,6.5195583201385965
116,2025-11,271.33374184056333,5.248139171243071
117,2025-12,276.0480582497337,1.7374604342207167
118,2026-01,257.40863647460935,-6.752237959327257
119,2026-02,269.1110133120888,4.546225409431348
120,2026-03,261.3499973842076,-2.8839458602464285
